distance,s_lon,s_lat,d_lon,d_lat,from_customer_code,to_customer_code
5831.21,72.584812,22.9594479,72.6131675,22.9605003,27272.0,28515.0
5667.3,72.584812,22.9594479,72.61104475,22.96073955,27272.0,28617.0
4812.21,72.584812,22.9594479,72.60436985,22.96074855,27272.0,26943.0
22810.37,72.584812,22.9594479,72.4509436,22.91267775,27272.0,28398.0
1338.89,72.6131675,22.9605003,72.6047225,22.9566882,28515.0,28513.0
4166.87,72.6131675,22.9605003,72.58406155,22.95750085,28515.0,28357.0
1946.26,72.6131675,22.9605003,72.62440145,22.95860155,28515.0,28324.0
9957.32,72.6131675,22.9605003,72.54110335,22.95933055,28515.0,28333.0
596.27,72.6131675,22.9605003,72.61400795,22.9593406,28515.0,25229.0
4234.75,72.6131675,22.9605003,72.584812,22.9594479,28515.0,27272.0
0.0,72.6131675,22.9605003,72.6131675,22.9605003,28515.0,28515.0
233.65,72.6131675,22.9605003,72.61104475,22.96073955,28515.0,28617.0
1019.0,72.6131675,22.9605003,72.60436985,22.96074855,28515.0,26943.0
24203.5,72.6131675,22.9605003,72.4509436,22.91267775,28515.0,28398.0
1174.98,72.61104475,22.96073955,72.6047225,22.9566882,28617.0,28513.0
4002.97,72.61104475,22.96073955,72.58406155,22.95750085,28617.0,28357.0
1782.35,72.61104475,22.96073955,72.62440145,22.95860155,28617.0,28324.0
9793.41,72.61104475,22.96073955,72.54110335,22.95933055,28617.0,28333.0
432.37,72.61104475,22.96073955,72.61400795,22.9593406,28617.0,25229.0
4070.84,72.61104475,22.96073955,72.584812,22.9594479,28617.0,27272.0
233.65,72.61104475,22.96073955,72.6131675,22.9605003,28617.0,28515.0
0.0,72.61104475,22.96073955,72.61104475,22.96073955,28617.0,28617.0
855.09,72.61104475,22.96073955,72.60436985,22.96074855,28617.0,26943.0
24039.59,72.61104475,22.96073955,72.4509436,22.91267775,28617.0,28398.0
642.12,72.60436985,22.96074855,72.6047225,22.9566882,26943.0,28513.0
3147.87,72.60436985,22.96074855,72.58406155,22.95750085,26943.0,28357.0
2395.08,72.60436985,22.96074855,72.62440145,22.95860155,26943.0,28324.0
8938.32,72.60436985,22.96074855,72.54110335,22.95933055,26943.0,28333.0
1045.09,72.60436985,22.96074855,72.61400795,22.9593406,26943.0,25229.0
3215.74,72.60436985,22.96074855,72.584812,22.9594479,26943.0,27272.0
1019.0,72.60436985,22.96074855,72.6131675,22.9605003,26943.0,28515.0
855.09,72.60436985,22.96074855,72.61104475,22.96073955,26943.0,28617.0
0.0,72.60436985,22.96074855,72.60436985,22.96074855,26943.0,26943.0
23184.5,72.60436985,22.96074855,72.4509436,22.91267775,26943.0,28398.0
29653.25,72.4509436,22.91267775,72.6047225,22.9566882,28398.0,28513.0
27401.91,72.4509436,22.91267775,72.58406155,22.95750085,28398.0,28357.0
29798.25,72.4509436,22.91267775,72.62440145,22.95860155,28398.0,28324.0
24780.49,72.4509436,22.91267775,72.54110335,22.95933055,28398.0,28333.0
29068.63,72.4509436,22.91267775,72.61400795,22.9593406,28398.0,25229.0
29180.97,72.4509436,22.91267775,72.584812,22.9594479,28398.0,27272.0
29264.82,72.4509436,22.91267775,72.6131675,22.9605003,28398.0,28515.0
29100.91,72.4509436,22.91267775,72.61104475,22.96073955,28398.0,28617.0
29011.14,72.4509436,22.91267775,72.60436985,22.96074855,28398.0,26943.0
0.0,72.6050893,22.9610106,72.6050893,22.9610106,27418.0,27418.0
1958.97,72.6050893,22.9610106,72.6239167,22.9613866,27418.0,27319.0
1010.75,72.6050893,22.9610106,72.6118525,22.9625454,27418.0,26991.0
7073.55,72.6050893,22.9610106,72.5537185,22.9626452,27418.0,28664.0
2142.17,72.6050893,22.9610106,72.6239483,22.9630612,27418.0,27307.0
3036.58,72.6050893,22.9610106,72.58013145,22.9631487,27418.0,28372.0
2061.21,72.6050893,22.9610106,72.6228782,22.9635816,27418.0,28369.0
2835.39,72.6050893,22.9610106,72.58800605,22.96375025,27418.0,28438.0
1329.47,72.6050893,22.9610106,72.613136,22.9643857,27418.0,28606.0
23249.41,72.6050893,22.9610106,72.4509436,22.91267775,27418.0,28398.0
1958.97,72.6239167,22.9613866,72.6050893,22.9610106,27319.0,27418.0
0.0,72.6239167,22.9613866,72.6239167,22.9613866,27319.0,27319.0
1631.73,72.6239167,22.9613866,72.6118525,22.9625454,27319.0,26991.0
9032.53,72.6239167,22.9613866,72.5537185,22.9626452,27319.0,28664.0
309.06,72.6239167,22.9613866,72.6239483,22.9630612,27319.0,27307.0
4995.55,72.6239167,22.9613866,72.58013145,22.9631487,27319.0,28372.0
385.2,72.6239167,22.9613866,72.6228782,22.9635816,27319.0,28369.0
4794.36,72.6239167,22.9613866,72.58800605,22.96375025,27319.0,28438.0
1950.46,72.6239167,22.9613866,72.613136,22.9643857,27319.0,28606.0
25208.39,72.6239167,22.9613866,72.4509436,22.91267775,27319.0,28398.0
1010.75,72.6118525,22.9625454,72.6050893,22.9610106,26991.0,27418.0
1631.73,72.6118525,22.9625454,72.6239167,22.9613866,26991.0,27319.0
0.0,72.6118525,22.9625454,72.6118525,22.9625454,26991.0,26991.0
8084.3,72.6118525,22.9625454,72.5537185,22.9626452,26991.0,28664.0
1814.92,72.6118525,22.9625454,72.6239483,22.9630612,26991.0,27307.0
4047.33,72.6118525,22.9625454,72.58013145,22.9631487,26991.0,28372.0
1733.97,72.6118525,22.9625454,72.6228782,22.9635816,26991.0,28369.0
3846.14,72.6118525,22.9625454,72.58800605,22.96375025,26991.0,28438.0
318.73,72.6118525,22.9625454,72.613136,22.9643857,26991.0,28606.0
24260.16,72.6118525,22.9625454,72.4509436,22.91267775,26991.0,28398.0
7197.52,72.5537185,22.9626452,72.6050893,22.9610106,28664.0,27418.0
9156.49,72.5537185,22.9626452,72.6239167,22.9613866,28664.0,27319.0
