unit_name,month,Expiry Return Amt,Expiry Return Strips,Expiry Return Value from customer,Expiry from godown,Expiry return strip to supplier,Expiry to supplier,Godown to store Strips,Gowdown breakage,Intransit breakage (Retail),Inventory value - PTS/EPR (15th of the month),Inward Strips,Inward value ( PTS/EPR),Billed orders ( Retail ),Billed line items (Retail),Billed Strips (Retail),Sale Return Amt,Sales Return Strips,Sales Return ( At PTR after discount),Sale Return Value from customer,Billed orders (Inter company ),Billed line items (Inter company),Billed Strips (Inter company),Billed orders (Total),Billed line items (Total),Billed Strips (Total),Value of Non-moving item
Desai,2022-03-01,0.0,0.0,2942488.0300000003,161265.1,34111.0,3261871.29,0.0,50707.32,1943622.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5533118.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desai,2022-04-01,37162.97,405.0,37162.97,306896.58999999997,1532.0,65411.84,0.0,59334.72,6221.66,89880987.26519468,1196328.0,100337950.91,45765.0,258830.0,874928.0,4936247.7299999995,49503.0,4936247.7299999995,4936247.7299999995,1070.0,9061.0,407370.0,46835.0,267891.0,1282298.0,0.0
Desai,2022-05-01,1557290.63,14668.0,1557290.63,3999.56,3419.0,298560.48,0.0,54435.08,2288161.69,94752277.26396891,1111059.0,94851595.93,42509.0,240467.0,789431.0,3982087.27,40662.0,3982087.27,3982087.27,1317.0,9646.0,337005.0,43826.0,250113.0,1126436.0,0.0
Desai,2022-06-01,315339.41,3306.0,315339.41,546708.35,21215.0,2052368.48,0.0,102645.48000000001,8465.57,92038024.02184264,1105079.0,94484399.28,46785.0,253651.0,826304.0,2884926.0900000003,25907.0,2884926.0900000003,2884926.0900000003,832.0,6841.0,300603.0,47617.0,260492.0,1126907.0,0.0
Desai,2022-07-01,2215688.57,20658.0,2215688.57,23203.44,25243.0,2372612.4699999997,1084536.0,65562.5,2090008.76,90380682.12507732,1095392.0,93652309.61000001,49189.0,261821.0,832080.0,3092702.6399999997,30757.0,3092702.6399999997,3092702.6399999997,1155.0,7448.0,245596.0,50344.0,269269.0,1077676.0,0.0
Desai,2022-08-01,0.0,0.0,0.0,624581.12,824.0,160254.38,1252033.0,54536.23,0.0,91106268.0636127,1230327.0,108667515.19,48515.0,257211.0,816614.0,5111568.12,58399.0,5111568.12,5111568.12,1825.0,14394.0,496687.0,50340.0,271605.0,1313301.0,0.0
Desai,2022-09-01,3150905.15,29533.0,3150905.15,51701.49,39404.0,3962168.69,1142278.0,91253.72,2057922.53,99625464.25558709,1148805.0,94121580.75,46265.0,236785.0,727089.0,4969554.61,54320.0,4969554.61,4969554.61,1432.0,10887.0,354854.0,47697.0,247672.0,1081943.0,0.0
Desai,2022-10-01,0.0,0.0,0.0,27080.01,1556.0,101434.03,966337.0,59323.07,0.0,93899780.92256428,976981.0,83705654.24,47779.0,247976.0,770678.0,8455342.7,86129.0,8455342.7,8455342.7,1244.0,9814.0,299205.0,49023.0,257790.0,1069883.0,0.0
Desai,2022-11-01,3723978.71,31811.0,3723978.71,279774.91,37591.0,4016319.46,1059586.0,91513.48,1358707.52,98524315.79934491,1095013.0,93931337.33,48398.0,231074.0,763375.0,6906214.859999999,67676.0,6906214.859999999,6906214.859999999,1133.0,9518.0,360234.0,49531.0,240592.0,1123609.0,0.0
Desai,2022-12-01,666644.13,5961.0,666644.13,119224.16,5972.0,659148.54,1110255.0,95540.55,0.0,95597084.76436737,1124321.0,86239570.78999999,47288.0,240730.0,774453.0,5165046.99,48305.0,5165046.99,5165046.99,1139.0,9501.0,374865.0,48427.0,250231.0,1149318.0,0.0
Desai,2023-01-01,0.0,0.0,0.0,225032.29,0.0,0.0,609951.0,41663.87,0.0,94090303.56606701,639420.0,48183419.85,27226.0,137681.0,422362.0,2807322.21,25002.0,2807322.21,2807322.21,592.0,5266.0,185725.0,27818.0,142947.0,608087.0,0.0
Eastern,2022-01-01,0.0,0.0,3698546.6,96084.08,54850.952,5084164.92,0.0,508666.69,4164819.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10619728.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,2022-02-01,0.0,0.0,756679.93,1004929.42,10129.9,1168924.94,0.0,368260.81,395523.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10047961.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,2022-03-01,0.0,0.0,6424440.82,348716.29,78230.902,7676816.64,0.0,475487.66,4834124.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11976908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,2022-04-01,1853.62,20.0,1853.62,533953.98,1027.6,71586.61,0.0,426577.67,5874.58,200633338.142292,3326984.0,271723999.17,137968.0,665842.0,1935172.0,12018919.67,103206.0,12018919.67,12018919.67,3002.0,33268.0,1213373.0,140970.0,699110.0,3148545.0,0.0
Eastern,2022-05-01,4155706.85,43587.025,4155706.85,970463.14,49880.976,4681729.0,0.0,390892.3,4890995.16,218370936.66288581,2589059.0,214899573.13,142830.0,685689.0,2040032.0,11319344.46,109350.0,11319344.46,11319344.46,2413.0,22347.0,831850.0,145243.0,708036.0,2871882.0,310304.452
Eastern,2022-06-01,979229.1,8646.53,979229.1,288204.15,7452.583,763474.4,0.0,413320.38,36228.95,201985285.65197092,2947122.0,234137660.85,150624.0,722753.0,2161265.0,15069579.9,116306.0,15069579.9,15069579.9,2396.0,24061.0,803257.0,153020.0,746814.0,2964522.0,304147.241
Eastern,2022-07-01,5175859.41,52298.057,5175859.41,540836.0,65625.355,6524361.77,1384302.0,435477.9,5340158.28,216127888.44374633,3457110.0,270513452.35,169014.0,819650.0,2529538.0,11484064.43,110926.0,11484064.43,11484064.43,2876.0,27684.0,1023692.0,171890.0,847334.0,3553230.0,293212.991
Eastern,2022-08-01,683334.33,6600.75,683334.33,459445.61,8288.933,745855.3,1866985.0,485128.56,66791.31,215939167.33598953,3505897.0,278656933.86,178157.0,849529.0,2505805.0,15477574.01,161311.0,15477574.01,15477574.01,3115.0,28895.0,1197147.0,181272.0,878424.0,3702952.0,293212.991
Eastern,2022-09-01,5848154.63,57052.099,5848154.63,2020770.02,78923.924,8245687.78,1805105.0,421052.08,5499222.93,202342861.74716687,3805503.0,289655747.90000004,155356.0,721619.0,2168446.0,13274328.42,117324.0,13274328.42,13274328.42,2997.0,26621.0,1183430.0,158353.0,748240.0,3351876.0,290157.231
Eastern,2022-10-01,1237805.22,10304.468,1237805.22,1889086.71,17287.219,1657644.69,3383848.0,481296.5,83454.66,243921225.00084245,3283240.0,250863507.26000002,171593.0,831900.0,2484442.0,16566514.44,171801.0,16566514.44,16566514.44,2850.0,24967.0,1056559.0,174443.0,856867.0,3541001.0,422184.98900016
Eastern,2022-11-01,6777748.48,64946.719,6777748.48,856223.69,86715.226,9252230.49,3895236.0,478175.16,5616986.42,217821611.6072294,3310743.0,278903079.5,169031.0,766178.0,2418479.0,15016907.08,142123.0,15016907.08,15016907.08,2427.0,21111.0,979300.0,171458.0,787289.0,3397779.0,0.0
Eastern,2022-12-01,2908221.44,23570.667,2908221.44,1134260.64,13021.583,1499169.91,3190069.0,451802.4,144362.48,230294463.20373142,3145529.0,249143925.31,163912.0,768158.0,2316622.0,21024573.52,175113.0,21024573.52,21024573.52,2425.0,19924.0,849312.0,166337.0,788082.0,3165934.0,0.0
Eastern,2023-01-01,5570533.94,52992.578,5570533.94,1347768.18,89557.06,10467364.72,1766036.0,326790.9,5292798.67,212561953.8332194,1429715.0,125691285.39,96756.0,469781.0,1351415.0,12432959.71,106784.0,12432959.71,12432959.71,1250.0,11707.0,451441.0,98006.0,481488.0,1802856.0,0.0
Goa,2022-01-01,0.0,0.0,404017.08,0.0,10204.8,1369042.57,0.0,0.0,111204.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35873.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2022-02-01,0.0,0.0,606217.84,0.0,3429.0,460771.9,0.0,0.0,105896.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79925.66,0.0,0.0,0.0,0.0,0.0,0.0,2726629.71171875
Goa,2022-03-01,0.0,0.0,562469.51,24245.05,6707.0,660998.49,0.0,5252.96,72466.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129319.61,0.0,0.0,0.0,0.0,0.0,0.0,2841869.79676333
Goa,2022-04-01,775356.12,5625.0,775356.12,7935.16,5436.0,498519.43,0.0,947.72,64063.06,20950641.0257082,126195.0,10526848.97,4136.0,29124.0,138415.0,108183.58,1682.0,108183.58,108183.58,32.0,141.0,7830.0,4168.0,29265.0,146245.0,3248243.93150517
Goa,2022-05-01,947316.99,6514.0,947316.99,0.0,3795.0,328935.32,0.0,0.0,118016.73,22922275.0387427,247484.0,16935146.71,3916.0,28674.0,139042.0,133629.78,1160.0,133629.78,133629.78,34.0,180.0,14734.0,3950.0,28854.0,153776.0,3138854.39468599
Goa,2022-06-01,444410.58,3249.0,444410.58,0.0,5973.0,569409.79,0.0,0.0,39833.27,24508066.8498282,163189.0,11869528.61,3841.0,28838.0,145402.0,156981.01,1834.0,156981.01,156981.01,100.0,777.0,19284.0,3941.0,29615.0,164686.0,3156105.25527389
Goa,2022-07-01,520734.16,3772.0,520734.16,0.0,3929.0,399794.65,202242.0,0.0,44443.24,25516941.6077075,207334.0,13486409.31,4122.0,30376.0,139108.0,250362.49,2339.0,250362.49,250362.49,46.0,377.0,41647.0,4168.0,30753.0,180755.0,3021023.65285315
Goa,2022-08-01,539470.62,3492.0,539470.62,0.0,2646.0,253471.32,107164.0,0.0,76497.59,25135839.1307844,106224.0,8388493.41,1840.0,11987.0,53671.0,278461.65,3083.0,278461.65,278461.65,88.0,564.0,53536.0,1928.0,12551.0,107207.0,2794231.05063767
Goa,2022-09-01,549670.51,3882.9,549670.51,0.0,4803.9,448523.29,101908.0,0.0,62856.62,20580155.0093426,97186.0,7557122.09,2837.0,19961.0,83364.996,92602.76,688.0,92602.76,92602.76,98.0,590.0,43203.0,2935.0,20551.0,126567.996,1277827.21196176
Goa,2022-10-01,712307.24,5249.5,712307.24,0.0,5078.0,449494.87,134323.0,0.0,64877.85,18330927.1342979,130293.0,9376751.73,3110.0,22780.0,92471.0,159378.52,1922.0,159378.52,159378.52,55.0,410.0,42462.0,3165.0,23190.0,134933.0,1127181.08867722
Goa,2022-11-01,658056.85,4478.0,658056.85,0.0,4231.0,403670.64,164712.0,0.0,117970.23,18689711.1028677,188108.001,14318635.96,3334.0,23733.0,95693.0,397874.67,3563.0,397874.67,397874.67,66.0,440.0,49881.0,3400.0,24173.0,145574.0,907210.05336369
Goa,2022-12-01,715883.46,4812.0,715883.46,0.0,4182.0,384002.77,195503.0,0.0,30885.76,18777679.5626347,201278.0,12748210.57,3487.0,25353.0,114343.0,216801.48,2292.0,216801.48,216801.48,73.0,579.0,73772.0,3560.0,25932.0,188115.0,810590.186136046
Goa,2023-01-01,503920.96,3390.0,503920.96,0.0,1458.0,151461.7,145649.0,0.0,57995.93,18304902.4691122,129268.0,7680507.32,2051.0,16418.0,77608.0,218222.27,2123.0,218222.27,218222.27,55.0,460.0,69141.0,2106.0,16878.0,146749.0,813701.205726666
Gurgaon,2022-01-01,0.0,0.0,6088523.27,642772.48,128241.0,11757549.14,0.0,832124.63,2876861.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11418443.87,0.0,0.0,0.0,0.0,0.0,0.0,9669732.85914359
Gurgaon,2022-02-01,0.0,0.0,5558822.54,446764.83,145793.0,14494616.13,0.0,617342.93,2772424.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13714096.4,0.0,0.0,0.0,0.0,0.0,0.0,8443595.47220737
Gurgaon,2022-03-01,0.0,0.0,3676009.0,990014.97,108115.0,10492247.62,0.0,807432.55,2045997.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11120113.42,0.0,0.0,0.0,0.0,0.0,0.0,7799146.33380938
Gurgaon,2022-04-01,6581140.64,103341.0,6581140.64,571954.34,89486.0,8205673.88,0.0,1016157.57,1955119.72,253311139.076011,5507871.0,330380280.26,210962.0,879219.0,4396145.0,10182304.01,110095.9,10182304.01,10182304.01,3426.0,24554.0,668773.0,214388.0,903773.0,5064918.0,6215804.62713283
Gurgaon,2022-05-01,5417100.53,69457.0,5417100.53,601878.03,128789.0,12844252.63,0.0,751290.47,3272987.41,253693069.528197,4249789.0,267542947.3,209781.0,888217.0,4170542.0,7311809.43,87747.0,7311809.43,7311809.43,2388.0,17457.0,464209.0,212169.0,905674.0,4634751.0,5962049.61062438
Gurgaon,2022-06-01,2486819.82,31658.0,2486819.82,1359472.8,61798.0,6366105.64,0.0,1009019.86,1660344.66,235606928.189367,4862555.0,310393741.37,206020.0,874439.0,4004791.0,8258755.16,87663.9,8258755.16,8258755.16,1587.0,10693.0,286653.0,207607.0,885132.0,4291444.0,4951367.13964381
Gurgaon,2022-07-01,9926317.67,132825.0,9926317.67,948437.75,151446.0,15287770.66,5115898.0,1077195.27,4811038.33,228886806.27218,4617886.0,299296778.05,210512.0,908566.0,4161100.0,12473731.74,153000.0,12473731.74,12473731.74,2132.0,14809.0,387218.0,212644.0,923375.0,4548318.0,4233455.55347871
Gurgaon,2022-08-01,6306605.79,92736.0,6306605.79,794313.32,164917.0,15544278.71,5679064.0,800487.7,2007522.8,246795261.678248,5317889.0,323336207.1,200916.0,918846.0,4535735.5,14504539.2,165522.0,14504539.2,14504539.2,2226.0,15183.0,415106.0,203142.0,934029.0,4950841.5,3778100.63438999
Gurgaon,2022-09-01,6877091.22,93921.0,6877091.22,1494556.95,51030.0,5397552.18,5597037.0,910998.82,2283711.88,254368533.87238,5402068.0,315743897.2,198192.0,874233.0,4250697.0,11852415.21,139681.7,11852415.21,11852415.21,2697.0,15340.0,447562.0,200889.0,889573.0,4698259.0,3640505.43438824
Gurgaon,2022-10-01,3812460.84,47682.0,3812460.84,961418.82,185378.0,18160063.01,5082535.0,712185.33,1702502.75,267260615.224949,4298372.0,257551275.34,189723.0,853519.0,4103167.0,14478669.26,169183.0,14478669.26,14478669.26,1888.0,10408.0,336784.0,191611.0,863927.0,4439951.0,3675623.88663836
Gurgaon,2022-11-01,5950072.96,69796.0,5950072.96,1292710.96,107881.0,10351735.84,5194769.0,1161749.15,2008018.43,243761620.051575,4885090.0,284039062.91,185764.0,804219.0,3954238.0,9724145.53,110907.0,9724145.53,9724145.53,2011.0,11599.0,483139.0,187775.0,815818.0,4437377.0,3656502.62896533
Gurgaon,2022-12-01,9203689.63,126953.0,9203689.63,1574082.96,127868.0,12891568.21,5012719.0,1553738.59,1133892.16,249500722.33726,4758609.0,283673996.31,199390.0,852726.0,4221558.0,17582134.12,218717.9,17582091.94,17582134.12,2097.0,12722.0,347289.0,201487.0,865448.0,4568847.0,3690804.70396446
Gurgaon,2023-01-01,3209676.09,39766.0,3209676.09,587390.89,116824.0,10561360.5,2467574.0,254561.91,886486.56,270740547.796833,2562014.0,149647884.52,91903.0,397877.0,1921375.0,10576882.95,126315.0,10576882.95,10576882.95,1113.0,6860.0,178603.0,93016.0,404737.0,2099978.0,4472568.30814515
Guwahati,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285814.14,0.0,0.0,0.0,0.0,0.0,0.0,2614385.63233346
Guwahati,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4479.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252747.23,0.0,0.0,0.0,0.0,0.0,0.0,2869298.23395234
Guwahati,2022-03-01,0.0,0.0,0.0,134.56,0.0,0.0,0.0,11563.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199690.0,0.0,0.0,0.0,0.0,0.0,0.0,2875836.88770226
Guwahati,2022-04-01,0.0,0.0,0.0,105056.6,2.0,147.86,0.0,7410.33,0.0,16755435.0304072,78713.0,5313435.65,5516.0,20380.0,65115.0,160548.3,2250.0,160548.3,160548.3,32.0,160.0,5743.0,5548.0,20540.0,70858.0,2739465.76080705
Guwahati,2022-05-01,0.0,0.0,0.0,107721.7,1004.0,94639.33,0.0,14085.25,0.0,18618942.4541869,110249.0,7413133.16,6110.0,22110.0,72751.0,276688.38,3474.0,276688.38,276688.38,37.0,232.0,7684.0,6147.0,22342.0,80435.0,2753629.02236644
Guwahati,2022-06-01,0.0,0.0,0.0,74.9,737.0,106159.94,0.0,9727.06,0.0,20726701.3365784,91356.0,4786423.06,5991.0,22358.0,72149.0,503803.91,7708.0,503803.91,503803.91,230.0,1881.0,29179.0,6221.0,24239.0,101328.0,2883739.12163295
Guwahati,2022-07-01,0.0,0.0,0.0,164604.58,0.0,0.0,72072.0,14083.83,0.0,19317282.4161212,77367.0,3831650.41,6938.0,25490.0,84239.0,352661.59,4915.0,352661.59,352661.59,54.0,310.0,17019.0,6992.0,25800.0,101258.0,2351247.93388108
Guwahati,2022-08-01,0.0,0.0,0.0,496.87,1092.0,142399.69,90917.0,14908.73,0.0,17399507.3509942,82043.0,3400184.56,6665.0,23339.0,77526.0,492060.61,8564.0,492060.61,492060.61,55.0,260.0,12293.0,6720.0,23599.0,89819.0,2104904.64024476
Guwahati,2022-09-01,0.0,0.0,0.0,504157.0,3563.0,467724.06,59570.0,8125.66,0.0,15046884.2067927,62634.0,3669518.0,6339.0,23623.0,78333.0,424423.66,6350.0,424423.66,424423.66,62.0,278.0,16994.0,6401.0,23901.0,95327.0,1945517.62857813
Guwahati,2022-10-01,0.0,0.0,0.0,261.23,0.0,0.0,76000.0,9612.76,0.0,14612502.8179585,80151.0,4806117.82,5690.0,23816.0,75321.0,350033.97,4483.0,350033.97,350033.97,37.0,117.0,7368.0,5727.0,23933.0,82689.0,1966105.16191143
Guwahati,2022-11-01,4753.56,43.0,4753.56,14515.29,10.0,2613.92,143030.0,136072.97,0.0,17466800.4749721,148983.0,9137027.07,6813.0,26111.0,82073.0,332493.65,4290.0,332493.65,332493.65,59.0,314.0,12095.0,6872.0,26425.0,94168.0,2237139.54691109
Guwahati,2022-12-01,22331.25,165.0,22331.25,0.0,188.0,22298.41,82552.0,6562.15,0.0,18023164.6240897,77864.0,5089617.21,6970.0,26168.0,88003.0,454107.5,8655.0,454107.5,454107.5,75.0,538.0,27121.0,7045.0,26706.0,115124.0,1958876.72374442
Guwahati,2023-01-01,12471.04,103.0,12471.04,0.0,0.0,0.0,42401.0,6399.72,0.0,15003258.2060778,43401.0,1980678.08,2951.0,12087.0,40557.0,297646.57,5377.0,297646.57,297646.57,5.0,38.0,1942.0,2956.0,12125.0,42499.0,1198094.93423527
Gwalior,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115564.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gwalior,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218361.21,0.0,0.0,0.0,0.0,0.0,0.0,225.1
Gwalior,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282915.6,0.0,0.0,0.0,0.0,0.0,0.0,20381.13
Gwalior,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237496.6,69755.0,3489478.27,0.0,0.0,0.0,265718.27,3994.0,265718.27,265718.27,0.0,0.0,0.0,0.0,0.0,0.0,68628.48
Gwalior,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20228.710000000003,56651.0,3023065.32,0.0,0.0,0.0,264121.7,3728.0,264121.7,264121.7,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Gwalior,2022-06-01,811.18,11.0,811.18,0.0,0.0,0.0,0.0,0.0,102.49,20228.710000000003,56553.0,3233497.44,0.0,0.0,0.0,361734.24,5362.0,361734.24,361734.24,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Gwalior,2022-07-01,2065.86,46.0,2065.86,0.0,55.0,3230.84,0.0,0.0,135.7,20228.710000000003,61032.0,3479963.97,0.0,0.0,0.0,269001.23,4126.0,269001.23,269001.23,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Gwalior,2022-08-01,2502.93,22.0,2502.93,0.0,0.0,0.0,0.0,0.0,0.0,20228.710000000003,61695.0,3405465.03,0.0,0.0,0.0,338084.08,5303.0,338084.08,338084.08,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Gwalior,2022-09-01,824.83,13.0,824.83,0.0,0.0,0.0,0.0,0.0,216.3,20228.710000000003,55782.0,3035317.76,0.0,0.0,0.0,290864.41,4063.0,290864.41,290864.41,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Gwalior,2022-10-01,776.13,13.0,776.13,0.0,26.0,1600.96,0.0,0.0,2538.79,20228.710000000003,61954.0,3108957.05,0.0,0.0,0.0,247537.7,3635.0,247537.7,247537.7,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Gwalior,2022-11-01,710.65,11.0,710.65,0.0,11.0,710.65,0.0,0.0,0.0,20228.710000000003,65262.0,3460566.94,0.0,0.0,0.0,284730.88,4590.0,284730.88,284730.88,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Gwalior,2022-12-01,777.16,13.0,777.16,0.0,13.0,777.16,0.0,0.0,0.0,20228.710000000003,64604.0,3452278.69,0.0,0.0,0.0,315705.53,4374.0,315705.53,315705.53,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Gwalior,2023-01-01,6031.98,67.0,6031.98,0.0,67.0,6031.98,0.0,0.0,1003.68,20228.710000000003,24902.0,1486532.35,0.0,0.0,0.0,121199.07,1653.0,121199.07,121199.07,0.0,0.0,0.0,0.0,0.0,0.0,4238.71
Indore,2022-01-01,0.0,0.0,12358.38,284.1,0.0,0.0,0.0,35809.8,237.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645735.51,0.0,0.0,0.0,0.0,0.0,0.0,5529474.96770895
Indore,2022-02-01,0.0,0.0,33316.02,77.1,0.0,0.0,0.0,3067.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577043.36,0.0,0.0,0.0,0.0,0.0,0.0,4913543.62261816
Indore,2022-03-01,0.0,0.0,53114.51,685469.62,2616.0,418904.09,0.0,320304.23,2010.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599347.16,0.0,0.0,0.0,0.0,0.0,0.0,4852411.69045024
Indore,2022-04-01,29182.6,338.0,29182.6,493308.96,4920.0,624347.28,0.0,149323.56,501.2,38793048.9443772,196194.0,7965052.13,14393.0,49632.0,186781.0,865899.54,12776.0,865899.54,865899.54,92.0,715.0,32478.0,14485.0,50347.0,219259.0,4468549.56521439
Indore,2022-05-01,37497.24,485.0,37497.24,86330.48,1780.0,104496.94,0.0,53216.4,427.7,39215954.3562043,240966.0,10696319.21,14624.0,50657.0,219495.0,675118.54,10798.0,675118.54,675118.54,216.0,1201.0,78156.0,14840.0,51858.0,297651.0,4573764.51708528
Indore,2022-06-01,44432.34,586.5,44432.34,205750.21,1729.0,179492.0,0.0,56406.55,2905.89,36484642.998383,246778.0,9734931.36,15662.0,54278.0,197991.0,437875.27,6838.0,437875.27,437875.27,160.0,1718.0,51459.0,15822.0,55996.0,249450.0,4470354.80439593
Indore,2022-07-01,45548.4,617.25,45548.4,369124.72,2569.0,333216.98,287997.0,40588.42,5209.04,33360720.4395605,215237.0,11221534.83,14990.0,53941.0,192022.0,627338.86,9423.0,627338.86,627338.86,151.0,1522.0,57911.0,15141.0,55463.0,249933.0,3774587.23596931
Indore,2022-08-01,39719.31,461.0,39719.31,131934.22,0.0,0.0,150700.0,52870.32,786.99,32608455.6377898,160155.0,7725931.75,10453.0,35024.0,117337.0,531626.23,7743.0,531626.23,531626.23,120.0,1245.0,70402.0,10573.0,36269.0,187739.0,3735305.35769877
Indore,2022-09-01,55768.95,534.0,55768.95,1160373.17,18156.0,2003675.72,228854.0,46574.35,2400.35,27111166.6334637,165213.0,9828796.71,11395.0,37103.0,120851.0,413495.15,8175.0,413495.15,413495.15,211.0,1434.0,57576.0,11606.0,38537.0,178427.0,3070711.34123343
Indore,2022-10-01,78362.43,803.0,78362.43,941210.41,0.0,0.0,145738.0,5687.96,5507.65,28635014.3872874,138270.0,8028997.34,10144.0,33127.0,115198.0,500109.19,7474.0,500109.19,500109.19,159.0,1351.0,59367.0,10303.0,34478.0,174565.0,3102849.20631737
Indore,2022-11-01,107433.9,1027.6,107433.9,1287740.02,20738.0,2105983.82,223411.0,213.94,6229.45,26056416.6481223,228925.0,10045626.34,10493.0,34007.0,120044.0,611436.56,8166.0,611436.56,611436.56,131.0,1234.0,72717.0,10624.0,35241.0,192761.0,2825686.67339323
Indore,2022-12-01,62435.86,690.0,62435.86,763775.23,5346.0,702005.67,273529.0,7904.66,4158.64,24215874.2261708,209606.0,8814811.63,11341.0,37144.0,133840.0,507001.68,7937.0,507001.68,507001.68,123.0,884.0,91687.0,11464.0,38028.0,225527.0,2215793.53840989
Indore,2023-01-01,53282.23,710.0,53282.23,0.0,944.0,57591.08,104906.0,0.0,3651.05,24312085.8561234,120407.0,7273090.71,5659.0,18081.0,59307.0,476832.57,6971.0,476832.57,476832.57,24.0,202.0,32416.0,5683.0,18283.0,91723.0,2112691.1621533
JP,2022-01-01,0.0,0.0,0.0,181049.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114747.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP,2022-03-01,0.0,0.0,0.0,295777.16,0.0,0.0,0.0,2128.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318330.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120978.0,7389385.52,0.0,0.0,0.0,39203.0,146.0,39203.0,39203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13344598.6067176,129632.0,9223024.5,0.0,0.0,0.0,49769.0,250.0,49769.0,49769.0,0.0,0.0,0.0,0.0,0.0,0.0,1559564.8169635
JP,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13344598.6067176,161163.0,5185593.31,0.0,0.0,0.0,13563.1,150.0,13563.1,13563.1,0.0,0.0,0.0,0.0,0.0,0.0,1559564.8169635
JP,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17597739.984739,122196.0,9471817.55,0.0,0.0,0.0,58967.86,78.0,58967.86,58967.86,0.0,0.0,0.0,0.0,0.0,0.0,1861822.87268871
JP,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17691034.529939,167401.0,7709972.84,0.0,0.0,0.0,161885.1,1961.0,161885.1,161885.1,0.0,0.0,0.0,0.0,0.0,0.0,2106380.36240965
