unit_name,month,Present Head Count--Admin,Present Head Count--Audit & Refilling,Present Head Count--CHECKING,Present Head Count--Checking,Present Head Count--Data Analyst,Present Head Count--Data analyst,Present Head Count--Delivery,Present Head Count--Dispatch,Present Head Count--Expiry,Present Head Count--Finance & Accounts,Present Head Count--HR,Present Head Count--IT,Present Head Count--IT ,Present Head Count--Inward,Present Head Count--Overall Non - Ops,Present Head Count--Overall Operation,Present Head Count--PURCHASE,Present Head Count--Purchase,Present Head Count--SALES,Present Head Count--Sales,Present Head Count--Sales Return,Present Head Count--Store,Present Head Count--store
Eastern,2022-11-01,,3.6000000000000005,,50.449999999999996,,,,,16.583333333333332,15.366666666666667,,,,33.13333333333333,,6.533333333333334,,3.6,,13.983333333333333,8.116666666666667,117.15,
Gaya,2022-04-01,,,,,,,,,,,,,,,,,,,,1.2000000000000002,,,
Gaya,2022-05-01,,,,,,,,,,,,,,,,,,,,2.935483870967742,,,
Gaya,2022-06-01,,,,,,,,,,,,,,,,,,,,3.1,,,
Gaya,2022-07-01,,,,,,,,,,,,,,,,,,,,5.548387096774194,,,
Gaya,2022-08-01,,,,,,,,,,,,,,,,,,,,4.516129032258064,,,
Goa,2022-04-01,1.4,,,,,,5.0,,1.0,2.0,1.0,,,3.966666666666667,,1.0,,1.0,,11.766666666666667,,7.601666666666667,
Goa,2022-05-01,2.0,,,,,,4.67741935483871,,1.0,1.935483870967742,1.0,,,3.838709677419355,,1.967741935483871,,1.0,,12.32258064516129,,6.532258064516129,
Goa,2022-06-01,2.0,,,,,,5.833333333333333,,1.0,2.0,1.0,,,4.0,,2.466666666666667,,1.0,,11.366666666666667,,7.816666666666666,
Goa,2022-07-01,1.903225806451613,,,1.0,,,5.870967741935484,,1.0,2.0,1.0,,,4.951612903225806,,2.0,,1.0,,11.70967741935484,,6.919354838709678,
Goa,2022-08-01,2.0,,,0.7096774193548387,,,4.887096774193548,,1.0,2.0,1.0,,,4.112903225806452,,2.0,,1.0,,9.064516129032258,,7.887096774193548,
Goa,2022-09-01,2.5666666666666664,,,0.0,,,3.8833333333333333,,1.0,2.1,1.0,,,3.9833333333333334,,2.0,,1.0,,9.566666666666666,,6.833333333333334,
Goa,2022-10-01,3.0,,,,,,3.838709677419355,,1.0,2.032258064516129,1.0,,,4.0,,2.0,,1.0,,9.096774193548388,,6.903225806451613,
Goa,2022-11-01,3.0,,,,,,4.0,,1.0,1.9916666666666667,1.0,,,4.0,,2.0,,1.0,,9.225,,6.608333333333333,
Gurgaon,2022-04-01,21.799999999999997,26.666666666666664,,64.76666666666667,,2.8333333333333335,28.866666666666667,26.183333333333337,33.9,8.633333333333333,1.0,1.9333333333333333,,28.183333333333334,,4.083333333333334,,4.733333333333333,,114.03333333333333,,93.48333333333333,
Gurgaon,2022-05-01,20.32806196240565,27.048373337410176,,60.8377948343589,,2.903225806451613,26.451691577629997,24.580643149121176,36.37102538499162,9.32258064516129,1.0,1.967741935483871,,30.41940900477434,,4.0968009607646145,,4.532258064516129,,112.0322930094647,,97.72744944706095,
Gurgaon,2022-06-01,23.183333333333334,25.76666666666667,,56.983333333333334,,2.0,29.7,21.766666666666666,23.6,10.6,1.0,1.0,,30.03333333333333,,3.966666666666667,,4.8,,104.18333333333334,,88.91666666666667,
Gurgaon,2022-07-01,23.483870967741936,25.241935483870968,,59.74193548387097,,1.903225806451613,29.0,22.419354838709676,32.064516129032256,12.193548387096774,1.0,1.0,,28.177419354838708,,3.967741935483871,,4.661290322580645,,100.12903225806451,,91.95161290322581,
Gurgaon,2022-08-01,21.58064516129032,25.64516129032258,,68.46774193548387,1.935483870967742,,28.064516129032256,22.338709677419352,32.61290322580645,12.32258064516129,1.0,1.0,,30.177419354838708,,3.870967741935484,,4.241935483870968,,100.35483870967741,,96.24193548387096,
Gurgaon,2022-09-01,19.983333333333334,24.683333333333334,,65.18333333333334,2.0,,27.6,23.55,31.283333333333335,12.7,1.0,1.0,,28.2,,3.9333333333333336,,4.0,,96.53333333333335,,104.33333333333333,
Gurgaon,2022-10-01,20.677419354838708,25.96774193548387,,62.5,1.967741935483871,,33.32258064516129,22.903225806451612,31.580645161290324,12.32258064516129,1.0,1.0,,25.129032258064516,,3.903225806451613,,3.838709677419355,,89.16129032258064,,102.35483870967742,
Gurgaon,2022-11-01,18.3,23.78333333333333,,59.31666666666666,2.0,,30.066666666666666,22.616666666666667,35.25,11.9,1.0,,1.0,23.633333333333333,,3.9333333333333336,,3.9,,87.23333333333333,,102.64999999999999,
Guwahati,2022-04-01,0.9,1.1,,3.2333333333333334,,1.0,,1.1,,1.1833333333333333,,,,2.1333333333333333,,,,0.0,,14.450000000000001,1.0666666666666667,5.1,
Guwahati,2022-05-01,1.0,1.064480947371754,,3.032193515573248,,1.064509452187112,,1.0484129032258065,,1.0,,,,2.1612183438333616,,,,,,13.354727987195993,0.9999948999107485,5.064442776139578,
Guwahati,2022-06-01,1.0,1.0333333333333334,,3.066666666666667,,1.0,,1.0333333333333334,,1.1666666666666667,,,,2.166666666666667,,,,,,19.5,1.0,5.033333333333333,
Guwahati,2022-07-01,0.967741935483871,1.0,,3.0,,1.0,,1.0,,1.0,,,,2.0,,,,,,19.306451612903224,0.7096774193548387,4.967741935483871,
Guwahati,2022-08-01,1.0,1.064516129032258,,3.0806451612903225,1.032258064516129,,,1.032258064516129,,2.064516129032258,,,,2.064516129032258,,,,,,17.661290322580648,1.032258064516129,5.14516129032258,
Guwahati,2022-09-01,1.0,1.0333333333333334,,3.066666666666667,1.0333333333333334,,,1.0,,1.8333333333333335,,,,2.033333333333333,,,,,,16.9,1.0,5.133333333333334,
Guwahati,2022-10-01,1.0161290322580645,0.25806451612903225,,2.935483870967742,1.096774193548387,,,1.0806451612903225,,1.8870967741935485,,,,0.7096774193548387,,,,,,16.838709677419352,0.4838709677419355,5.451612903225807,
Guwahati,2022-11-01,1.0,,,3.066666666666667,0.9,,,1.0333333333333334,,2.0,,,,,,,,,,15.366666666666667,,7.016666666666667,
Gwalior,2022-04-01,1.0,,,,,,,,,,,,,,,,,,,13.033333333333333,,,
Gwalior,2022-05-01,0.8709677419354839,,,,,,,,,,,,,,,,,,,12.290322580645162,,,
Gwalior,2022-06-01,1.0,,,,,,,,,,,,,,,,,,,13.233333333333333,,,
Gwalior,2022-07-01,0.0,,,,,,,,,,,,,,,,,,,11.483870967741936,,,
Gwalior,2022-08-01,0.7419354838709677,,,,,,,,,,,,,,,,,,,11.709677419354838,,,
Gwalior,2022-09-01,1.0,,,,,,,,,,,,,,,,,,,9.333333333333334,,,
Gwalior,2022-10-01,1.0,,,,,,,,,,,,,,,,,,,10.0,,,
Gwalior,2022-11-01,1.0,,,,,,,,,,,,,,,,,,,8.333333333333332,,,
Hyd Arush,2022-04-01,,,,,,1.0,,,,7.666666666666667,1.0,,,,,4.0,,,,29.8,,,
Hyd Arush,2022-05-01,,,,,,0.967741935483871,,,,7.064516129032258,1.0,,,,,4.0,,,,26.70967741935484,,,
Hyd Arush,2022-06-01,,,,,,1.0,,,,5.7,1.0,,,,,3.6333333333333333,,,,26.433333333333334,,,
Hyd Arush,2022-07-01,,,,,,0.8709677419354839,,,,4.870967741935483,0.2903225806451613,,,,,3.258064516129032,,,,26.516129032258064,,,
Hyd Arush,2022-08-01,,,,,0.8064516129032258,,,1.0,,5.32258064516129,,,,,,3.129032258064516,,,,23.903225806451616,,,
Hyd Arush,2022-09-01,,,,,0.7333333333333333,,,4.533333333333333,,5.133333333333333,,,,,,1.0,,,,17.833333333333332,1.0,,
Hyd Arush,2022-10-01,,,,,1.0,,,6.032258064516129,,4.129032258064516,,,,,,1.0,,,,17.161290322580648,1.096774193548387,,
Hyd Arush,2022-11-01,,,,,1.0,,,6.266666666666667,,4.0,,,,,,1.0,,,,17.766666666666666,1.1,,
Indore,2022-04-01,,,,0.5666666666666667,,,1.1333333333333333,2.7,1.0666666666666667,1.7666666666666666,1.0,,,2.7333333333333334,,,,,,14.833333333333334,0.9666666666666667,15.466666666666667,
Indore,2022-05-01,,,,0.9354838709677419,,,1.0,2.3870967741935485,1.096774193548387,1.935483870967742,1.0,,,1.967741935483871,,,,,,15.0,1.0,15.193548387096772,
Indore,2022-06-01,,,,0.2,,,1.0,1.8333333333333335,1.0333333333333334,2.8666666666666667,,,,2.0666666666666664,,,,,,13.766666666666666,1.0,13.166666666666668,
Indore,2022-07-01,,,,,,,,2.129032258064516,1.064516129032258,2.903225806451613,,,,1.9032258064516128,,0.8387096774193549,,,,15.387096774193548,0.967741935483871,12.064516129032258,
Indore,2022-08-01,,,,,,,,1.6129032258064515,1.0,2.967741935483871,,,,0.9032258064516129,,1.032258064516129,,,,15.064516129032258,1.0,9.290322580645162,
Indore,2022-09-01,,,,2.8333333333333335,,,,0.9666666666666667,1.1333333333333333,2.6666666666666665,,,,3.2333333333333334,,1.0333333333333334,,,,14.0,1.1333333333333333,6.966666666666667,
Indore,2022-10-01,,,,3.064516129032258,,,,1.032258064516129,1.0,2.6451612903225805,,,,3.0,,1.032258064516129,,,,14.0,1.0,7.064516129032258,
Indore,2022-11-01,,,,2.8333333333333335,,,,0.95,1.0,2.7,,,,3.066666666666667,,0.95,,,,14.0,0.9333333333333333,6.2,
JP,2022-04-01,,,,,,,7.0,,,4.0,,,,,,2.0,,,,1.0,,,
JP,2022-05-01,,,,,,,5.870967741935484,,,3.3548387096774195,,,,,,2.5161290322580645,,,,0.8387096774193549,,,
JP,2022-06-01,,,,,,,4.85,,,3.533333333333333,,,,,,1.0,,,,4.416666666666667,,,
JP,2022-07-01,,,,,,,5.548387096774194,,,2.4193548387096775,,,,,,3.3548387096774195,,0.7580645161290323,,0.8387096774193549,,,
JP,2022-08-01,,,,,,,5.370967741935484,,,2.5,,,,,,3.3548387096774195,,0.8064516129032258,,0.8387096774193549,,,
JP,2022-09-01,,,,,,,4.615384615384616,,,2.8846153846153846,,,,,,1.0,,1.0,,3.884615384615385,,2.0,
JP,2022-10-01,,,,,,,3.806451612903226,,,2.5161290322580645,,,,,,0.8387096774193549,,0.8387096774193549,,3.1612903225806455,,1.6774193548387097,
JP,2022-11-01,,,,,,,4.538461538461538,,,3.1923076923076925,,,,,,1.0,,1.0,,3.980769230769231,,2.0,
Jaipur,2022-04-01,,,,,,,28.133333333333333,,1.4666666666666668,3.833333333333333,,,,,,5.033333333333333,,,,45.2,,,
Jaipur,2022-05-01,,,,,,,27.258064516129032,,0.7580645161290323,3.82258064516129,,,,,,4.709677419354839,,,,43.193548387096776,,,
Jaipur,2022-06-01,,,,,,,28.633333333333333,,1.6166666666666667,1.9666666666666668,,,,,,4.9,,,,44.13333333333333,,,
Jaipur,2022-07-01,,,,,,,28.725806451612904,,1.2903225806451613,3.870967741935484,,,,,,4.967741935483871,,,,43.33870967741936,,,
Jaipur,2022-08-01,,,,,,,34.40322580645161,,0.9516129032258065,4.0,,,,,,5.096774193548387,,,,45.774193548387096,,,
Jaipur,2022-09-01,,,,,,,33.333333333333336,,1.0,3.8666666666666667,,,,,,5.066666666666666,,,3.1333333333333337,40.91666666666667,,,
Jaipur,2022-10-01,,,,,,,31.451612903225808,,0.9838709677419355,2.8870967741935485,,,,,0.9354838709677419,5.064516129032258,,,2.870967741935484,39.66129032258065,,,
Jaipur,2022-11-01,,,,,,,33.8,,0.9666666666666667,2.95,,,,,1.0,4.8999999999999995,,,,43.7,,,
Jalandhar,2022-04-01,,,,,,,,,,1.0,,,,,,1.2333333333333334,,,,21.25,,1.0833333333333333,
Jalandhar,2022-05-01,,,,,,,,,,0.967741935483871,,,,,,0.9682795698924731,,,,19.30748013090229,,0.967741935483871,
Jalandhar,2022-06-01,,,,,,,,,,0.9333333333333333,,,,,,0.65,,,,13.616666666666667,,0.9333333333333333,
Jalandhar,2022-07-01,,,,,,,,,,0.967741935483871,,,,,,0.7903225806451613,,,,12.048387096774194,,,
Jalandhar,2022-08-01,,,,,,,,,,0.9677419354838709,,,,,,,,,,11.887096774193548,,,
Jalandhar,2022-09-01,,,,,,,,,,0.9666666666666667,,,,,,,,,,12.266666666666667,,,
Jalandhar,2022-10-01,,,,,,,,,,1.032258064516129,,,,,,,,,,13.14516129032258,,,
Jalandhar,2022-11-01,,,,,,,,,,0.9166666666666666,,,,,,,,,,12.566666666666666,,,
Jamshedpur,2022-04-01,1.0,,,2.85,,1.0,,0.9666666666666667,,1.0,,,,2.3333333333333335,,1.9,,,,13.633333333333333,0.9166666666666666,4.716666666666667,
Jamshedpur,2022-05-01,0.9354838709677419,,,3.032258064516129,,1.0,,1.0,,1.032258064516129,,,,2.774193548387097,,3.032258064516129,,,,10.887096774193548,0.9032258064516129,5.0,
Jamshedpur,2022-06-01,1.0,,,3.033333333333333,,1.0,,1.0,,1.0666666666666667,,,,1.8,,3.1,,,,12.966666666666667,0.9333333333333333,5.3,
Jamshedpur,2022-07-01,0.9354838709677419,,,3.0161290322580645,,1.0,,1.0,,1.064516129032258,,,,1.0,,3.0,,,,12.419354838709678,0.4838709677419355,5.725806451612903,
Jamshedpur,2022-08-01,1.032258064516129,,,3.2096774193548385,1.064516129032258,,,1.0,,1.064516129032258,,,,0.8709677419354839,,2.8870967741935485,,,,12.93548387096774,,4.0,
Jamshedpur,2022-09-01,0.8666666666666667,1.4666666666666668,,3.566666666666667,1.0,,,2.0,,1.0,,,,1.4666666666666668,,3.033333333333333,,,,13.033333333333333,,4.166666666666667,
Jamshedpur,2022-10-01,1.0,2.0,,3.258064516129032,1.064516129032258,,,0.2903225806451613,,1.032258064516129,,,,1.935483870967742,,2.387096774193548,,,,13.29032258064516,,5.774193548387097,
Jamshedpur,2022-11-01,1.1666666666666667,2.3333333333333335,,3.5,1.1666666666666667,,,,,1.1666666666666667,,,,1.4333333333333331,,2.166666666666667,,,,13.266666666666667,,4.1000000000000005,
Jhansi,2022-06-01,,,,,,,,,,,,,,,,,,,,,,0.4666666666666667,
Jhansi,2022-07-01,,,,,,,,,,,,,,,,1.0,,,,,,,
Jhansi,2022-08-01,,,,,,,,,,,,,,0.25806451612903225,,1.2580645161290323,,,,1.870967741935484,,0.25806451612903225,
Jhansi,2022-09-01,,,,2.5,,,,0.9666666666666667,,,,,,1.9333333333333333,,1.0,,,,6.966666666666667,0.5333333333333333,2.4,
Jodhpur,2022-04-01,,,,,,,,,,1.0,,,,,,1.0,,,,15.333333333333334,,,
Jodhpur,2022-05-01,,,,,,,,,,1.0,,,,,,1.0,,,,14.016129032258064,,,
Jodhpur,2022-06-01,,,,,,,,,,1.0,,,,,,0.8833333333333333,,,,9.5,,,
Jodhpur,2022-07-01,,,,,,,,,,0.9516129032258065,,,,,,0.9838709677419355,,,,10.629032258064516,,,
Jodhpur,2022-08-01,,,,,,,,,,1.0,,,,,,1.0,,,,12.451612903225806,,,
Jodhpur,2022-09-01,,,,,,,,,,1.0,,,,,,1.0,,,,11.966666666666667,,,
Jodhpur,2022-10-01,,,,,,,,,,1.0,,,,,,1.0,,,,11.322580645161292,,,
Jodhpur,2022-11-01,,,,,,,,,,1.0,,,,,,1.0,,,,11.850000000000001,,,
Kanpur,2022-04-01,,,,,,,0.30000000000000004,,,,,,,,,,,,,16.5,,,
Kanpur,2022-05-01,,,,,,,,,,,,,,,,,,,,15.064506776835543,,,
Kanpur,2022-06-01,,,,,,,,,,,,,,,,,,,,16.833333333333336,,,
Kanpur,2022-07-01,,,,,,,,,,,,,,,,,,,,16.32258064516129,,,
Kanpur,2022-08-01,,,,,,,1.032258064516129,,,,,,,,,1.129032258064516,,,,15.096774193548388,,,
Kanpur,2022-09-01,,,,,,,1.0,,,,,,,,,1.1,,,,14.2,,,
Kanpur,2022-10-01,,,,,,,1.032258064516129,,,,,,,,,1.129032258064516,,,,14.064516129032258,,,
Kanpur,2022-11-01,,,,,,,1.0,,,,,,,,,1.0666666666666667,,,,15.733333333333333,,,
Kharagpur,2022-04-01,,,,,,,,,,,,,,,,,,,,1.0,,,
Kharagpur,2022-05-01,,,,,,,,,,,,,,,,,,,,1.0,,,
Kharagpur,2022-06-01,,,,,,,,,,,,,,,,,,,,9.733333333333334,,,
Kharagpur,2022-07-01,,,,,,,,,,,,,,,,,,,,9.935483870967742,,,
Kharagpur,2022-08-01,,,,,,,,,,,,,,,,,,,,9.935483870967742,,,
Kharagpur,2022-09-01,,,,,,,,,,,,,,,,,,,,10.233333333333334,,,
Kharagpur,2022-10-01,,,,,,,,,,,,,,,,,,,,9.32258064516129,,,
Kharagpur,2022-11-01,,,,,,,,,,,,,,,,,,,,8.966666666666667,,,
Kolkata,2022-04-01,1.0,,,,,1.0,0.9666666666666667,9.133333333333333,,9.233333333333334,,,,,,1.0,,,,43.06666666666667,0.9666666666666667,,
Kolkata,2022-05-01,0.6451612903225806,,,,,1.0,1.064516129032258,9.806451612903226,,9.29032258064516,,,,,,1.0,,,,42.064516129032256,1.0,,
Kolkata,2022-06-01,1.0,,,,,1.0,1.0666666666666667,10.0,,8.3,,,,,,0.0,,,,36.63333333333333,2.0666666666666664,,
Kolkata,2022-07-01,1.0,,,,,1.0,,9.935483870967742,,7.064516129032258,,,,,,,,,,36.74193548387097,4.064516129032258,,
Kolkata,2022-08-01,1.032258064516129,,,,1.0,,,10.29032258064516,,7.129032258064516,,,,,,,,,,35.274193548387096,4.193548387096774,,
Kolkata,2022-09-01,1.0,,,,1.0,,,10.0,,7.966666666666667,,,,,,,,,,38.13333333333333,4.033333333333333,,
Kolkata,2022-10-01,1.0,,,,1.0,,,10.0,,9.129032258064516,,,,,,,,,,37.25806451612903,3.967741935483871,,
Kolkata,2022-11-01,1.0,,,,1.0,,,10.566666666666666,,8.066666666666666,,,,,,,,,,41.56666666666667,3.9333333333333336,,
Kota,2022-04-01,,,,,,,,,,0.9666666666666667,,,,,,1.0,,,,12.383333333333335,,,
Kota,2022-05-01,,,,,,,,,,1.0,,,,,,1.0,,,,11.435483870967742,,,
Kota,2022-06-01,,,,,,,,,,1.0,,,,,,1.0,,,,9.149999999999999,,,
Kota,2022-07-01,,,,,,,,,,0.967741935483871,,,,,,1.0,,,,9.951612903225808,,,
Kota,2022-08-01,,,,,,,,,,1.0,,,,,,1.0,,,,12.580645161290324,,,
Kota,2022-09-01,,,,,,,,,,1.0,,,,,,1.0,,,,11.899999999999999,,,
Kota,2022-10-01,,,,,,,,,,0.9838709677419355,,,,,,0.9838709677419355,,,,12.20967741935484,,,
Kota,2022-11-01,,,,,,,,,,1.0,,,,,,1.0,,,,13.083333333333334,,,
Lucknow,2022-04-01,1.0,5.966666666666667,,16.2,,,19.166666666666668,4.133333333333333,2.1666666666666665,4.066666666666666,,,,6.1,,0.9333333333333333,,1.0,,35.61666666666667,0.9,22.5,
Lucknow,2022-05-01,0.9032258064516129,6.395698924731183,,16.102150537634408,,,21.434408602150537,3.968817204301075,2.870967741935484,3.7419354838709675,,,,6.678494623655913,,1.1623655913978495,,0.9354838709677419,,37.26881720430107,0.9354838709677419,21.745161290322578,
Lucknow,2022-06-01,1.0,6.1000000000000005,,17.116666666666667,,,21.1,4.033333333333333,3.033333333333333,3.3666666666666667,,,,6.566666666666666,,1.1,,1.0,,38.900000000000006,0.9666666666666667,21.833333333333336,
Lucknow,2022-07-01,1.0,5.483870967741936,,16.435483870967744,,,22.451612903225808,4.096774193548387,3.225806451612903,4.193548387096774,,,,5.483870967741935,,1.064516129032258,,0.5483870967741935,,39.806451612903224,0.9677419354838709,21.548387096774192,
Lucknow,2022-08-01,1.032258064516129,5.225806451612903,,17.193548387096776,,,22.870967741935484,3.967741935483871,2.870967741935484,4.096774193548387,,,,5.129032258064516,,1.161290322580645,,1.0,,35.58064516129032,0.9677419354838709,22.048387096774192,
Lucknow,2022-09-01,0.8666666666666667,4.2333333333333325,,19.0,0.4666666666666667,,12.233333333333334,3.166666666666667,2.666666666666667,8.333333333333334,,,,5.2,,1.1666666666666667,,0.9666666666666667,,31.866666666666667,0.9,23.683333333333334,
Lucknow,2022-10-01,0.5483870967741935,3.838709677419355,,17.758064516129032,1.032258064516129,,12.032258064516128,3.2096774193548385,2.709677419354839,8.516129032258064,,,,5.741935483870968,,1.096774193548387,,0.2903225806451613,,29.387096774193544,0.9032258064516129,24.193548387096772,
Lucknow,2022-11-01,1.0,4.1,,17.233333333333334,1.0,,3.033333333333333,3.2333333333333334,2.8666666666666663,8.566666666666668,,,,6.366666666666667,,1.1333333333333333,,,,32.03333333333333,0.9333333333333333,25.23333333333333,
Ludhiana,2022-04-01,,,,0.9833333333333333,,,,,,0.9333333333333333,,,,,,,,,,14.633333333333333,,3.4333333333333336,
Ludhiana,2022-05-01,,,,0.9354838709677419,,,,,,1.0,,,,,,,,,,15.040860215053764,,3.096774193548387,
Ludhiana,2022-06-01,,,,0.8833333333333333,,,,,,1.0,,,,,,,,,,13.299999999999999,,3.1166666666666667,
Ludhiana,2022-07-01,,,,,,,,,,0.9354838709677419,,,,,,,,,,15.258064516129032,,,
Ludhiana,2022-08-01,,,,,,,,,,1.064516129032258,,,,,,,,,,16.596774193548384,,,
Ludhiana,2022-09-01,,,,,,,,,,0.9666666666666667,,,,,,,,,,19.933333333333334,,,
Ludhiana,2022-10-01,,,,,,,,,,1.032258064516129,,,,,,,,,,14.322580645161292,,,
Ludhiana,2022-11-01,,,,,,,,,,1.0,,,,,,,,,,13.75,,,
Muzaffarpur,2022-04-01,,,,,,,,,,,,,,,,1.0,,,,5.966666666666667,,,
Muzaffarpur,2022-05-01,,,,,,,,,,,,,,,,0.967741935483871,,,,6.419354838709677,,,
Muzaffarpur,2022-06-01,,,,,,,,,,,,,,,,1.0,,,,4.9,,,
Muzaffarpur,2022-07-01,,,,,,,,,,,,,,,,,,,,8.419354838709678,,,
Nagpur,2022-04-01,1.0,,,5.033333333333333,,,,1.0,0.9666666666666667,1.9666666666666668,,,,4.2,,,,1.0,,20.733333333333334,,6.933333333333334,
Nagpur,2022-05-01,0.9354838709677419,,,4.903225806451613,,,,1.0,1.0,2.0,,,,3.967741935483871,,,,1.0,,16.806451612903224,,8.741935483870968,
Nagpur,2022-06-01,1.0,,,4.75,,,,1.0,0.9333333333333333,2.0,,,,3.75,,,,1.0,,15.833333333333334,,7.65,
Nagpur,2022-07-01,1.0,,,4.661290322580646,,,,1.0,0.967741935483871,1.870967741935484,,,,3.1451612903225805,,,,1.0,,14.806451612903226,,6.419354838709678,
Nagpur,2022-08-01,1.0,,,5.241935483870968,,,,1.032258064516129,0.1774193548387097,2.096774193548387,,,,3.096774193548387,,,,1.032258064516129,,14.967741935483872,,7.290322580645161,
Nagpur,2022-09-01,1.0,,,4.7,,,,1.0333333333333334,1.0,2.0666666666666664,,,,3.0,,,,,,17.2,,6.15,
Nagpur,2022-10-01,0.8709677419354839,,,5.903225806451613,,,,1.0,1.0,2.0,,,,2.967741935483871,,,,,,15.903225806451612,,6.741935483870968,
Nagpur,2022-11-01,0.8333333333333334,,,6.033333333333333,,,,1.0,1.0,2.0,,,,3.0,,,,,,12.0,,6.800000000000001,
Nashik,2022-04-01,,1.7000000000000002,,1.6333333333333333,,,,0.8666666666666667,,,,,,1.2,,,,0.8,,5.733333333333333,,3.6,
Nashik,2022-05-01,0.967741935483871,1.903225806451613,,2.0,,,,0.9354838709677419,,,,,,1.935483870967742,,,,0.967741935483871,,8.161290322580644,,3.5806451612903225,
Nashik,2022-06-01,1.0,1.9333333333333333,,1.8666666666666667,,,,0.9833333333333333,,,,,,1.9666666666666668,,,,0.9333333333333333,,12.016666666666666,,3.9166666666666665,
Nashik,2022-07-01,0.9354838709677419,1.870967741935484,,2.0,,,,1.0,,,,,,1.8548387096774195,,,,0.967741935483871,,12.596774193548388,,3.838709677419355,
Nashik,2022-08-01,1.0,1.967741935483871,,2.0,,,,1.0,,,,,,1.8064516129032258,,,,0.9354838709677419,,11.161290322580646,,3.870967741935484,
Nashik,2022-09-01,1.0,1.0,,2.8833333333333333,,,,1.0,,,,,,2.0,,,,0.9666666666666667,,10.866666666666667,1.0,3.966666666666667,
Nashik,2022-10-01,1.0,1.0,,2.9516129032258065,,,,1.0,,1.064516129032258,,,,1.8548387096774193,,,,1.0,,11.274193548387096,0.7741935483870968,3.838709677419355,
Nashik,2022-11-01,1.0,1.0,,3.0,,,,1.0,,1.0,,,,1.9,,,,1.0,,10.6,1.0,3.966666666666667,
Patiala,2022-07-01,,,,,,,,,,0.8387096774193548,,,,,,,,,,4.693548387096774,,,
Patiala,2022-08-01,,,,,,,,,,0.9354838709677419,,,,,,,,,,5.370967741935484,,,
Patiala,2022-09-01,,,,,,,,,,1.0,,,,,,,,,,9.116666666666667,,,
Patiala,2022-10-01,,,,,,,,,,0.9354838709677419,,,,,,,,,,8.629032258064516,,,
Patiala,2022-11-01,,,,,,,,,,0.95,,,,,,,,,,9.05,,,
Patna,2022-04-01,,0.0,,1.0,,1.0,,1.0,,2.6333333333333333,,,,3.0,,,,1.0,,13.0,,8.233333333333334,
Patna,2022-05-01,,,,0.9354838709677419,,1.0,,0.9032258064516129,,1.935483870967742,,,,2.967741935483871,,,,0.9032258064516129,,12.838709677419356,,8.64516129032258,
Patna,2022-06-01,0.5,,,0.9333333333333333,,0.0,,1.0,1.0,2.0,,,,3.0,,,,1.0333333333333334,,15.066666666666666,,8.866666666666667,
Patna,2022-07-01,1.0,,,0.967741935483871,,,,1.0,,2.0,,,,2.935483870967742,,1.0,,1.0,,13.935483870967742,,10.35483870967742,
Patna,2022-08-01,1.0,,,1.0,,,,1.0,,2.0,,,,2.870967741935484,,1.0,,1.0,,14.806451612903226,,10.096774193548388,
Patna,2022-09-01,1.0,,,0.9,,,,1.0,,2.0,,,,2.0,,1.0,,0.9666666666666667,,13.366666666666667,,8.466666666666667,
Patna,2022-10-01,1.0,,,0.967741935483871,,,,0.9354838709677419,,1.8709677419354838,,,,1.967741935483871,,1.0,,1.0,,11.806451612903224,,8.741935483870968,
Patna,2022-11-01,1.0,,,1.0,,,,1.0,,2.0,,,,2.0,,1.0,,0.9666666666666667,,11.366666666666667,,8.366666666666667,
Pondy,2022-04-01,,,,8.1,,,,1.4833333333333334,0.9333333333333333,4.066666666666666,,,,3.0166666666666666,,21.71666666666667,,2.0666666666666664,,19.666666666666668,,8.416666666666668,
Pondy,2022-05-01,,,,8.17741935483871,,,,2.870967741935484,1.0,3.870967741935484,,,,3.032258064516129,,15.209677419354838,,2.0483870967741935,,22.112903225806452,,9.016129032258064,
Pondy,2022-06-01,1.05,,,7.716666666666667,,1.0333333333333334,1.2,2.7666666666666666,2.1333333333333333,4.033333333333333,,,,7.183333333333334,,1.0666666666666667,,2.0,,20.5,,19.25,
Pondy,2022-07-01,3.2096774193548385,,,7.5,,1.096774193548387,2.0,2.387096774193548,2.032258064516129,3.1129032258064515,,,,6.370967741935484,,,,2.0,,21.70967741935484,,27.419354838709676,
Pondy,2022-08-01,1.967741935483871,,,7.758064516129032,,1.064516129032258,1.0,4.935483870967742,0.967741935483871,4.064516129032258,,,,7.403225806451613,,0.9677419354838709,,1.0,,23.887096774193548,,24.661290322580644,
Pondy,2022-09-01,2.2,,,9.25,,,2.966666666666667,3.1333333333333333,1.9666666666666668,4.166666666666667,,,,2.166666666666667,,1.1,,4.116666666666667,,20.333333333333332,,31.71666666666667,
Pondy,2022-10-01,2.258064516129032,,,9.241935483870968,1.096774193548387,,3.0,2.129032258064516,2.0,4.193548387096774,,,,5.258064516129032,,,,1.0,,21.096774193548388,,31.209677419354836,
Pondy,2022-11-01,2.1685185185185185,,,8.853703703703705,1.062962962962963,,2.9333333333333336,1.075925925925926,1.4833333333333334,4.122222222222223,,,,7.0814814814814815,,,,0.7333333333333333,,22.007407407407406,,33.1925925925926,
