unit_name,month,Supervisor,Biker,Van,1.a.i Payment to Outside Agency (Actual),3rd Supervisor Headcount,3rd Biker Headcount,3rd Van Headcount
Nashik,2022-11-01,8051.999999999999,127548.00000000001,0.0,135600.0,1.7334768568353065,7.730181818181819,0.0
Patiala,2022-07-01,0.0,8167.0,0.0,8167.0,0.0,1.6334,0.0
Patiala,2022-08-01,0.0,13903.0,0.0,13903.0,0.0,2.7806,0.0
Patiala,2022-09-01,0.0,13726.0,0.0,13726.0,0.0,2.7452,0.0
Patiala,2022-10-01,0.0,15845.0,0.0,15845.0,0.0,3.169,0.0
Patiala,2022-11-01,0.0,15845.0,0.0,15845.0,0.0,3.169,0.0
Patna,2022-04-01,0.0,130357.0,0.0,130357.0,0.0,13.211411776629168,0.0
Patna,2022-05-01,0.0,99258.0,0.0,99258.0,0.0,10.059592581331712,0.0
Patna,2022-06-01,0.0,73600.0,0.0,73600.0,0.0,7.459207459207459,0.0
Patna,2022-07-01,0.0,129333.333333333,0.0,129333.333333333,0.0,13.10766528157829,0.0
Patna,2022-08-01,0.0,124194.0,0.0,124194.0,0.0,12.586804499847979,0.0
Patna,2022-09-01,3210.0,160031.0,0.0,163241.0,0.535,10.0019375,0.0
Patna,2022-10-01,7500.0,176374.0,0.0,183874.0,1.25,11.023375,0.0
Patna,2022-11-01,3483.8759999999997,256132.92000000004,0.0,259616.79600000003,0.580646,16.008307500000004,0.0
Pondy,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pondy,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pondy,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pondy,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pondy,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pondy,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pondy,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pondy,2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prayagraj,2022-04-01,7000.0,98000.0,0.0,105000.0,1.0,7.0,0.0
Prayagraj,2022-05-01,7226.0,101561.0,0.0,108787.0,1.0322857142857143,7.254357142857143,0.0
Prayagraj,2022-06-01,7226.0,100600.0,0.0,107826.0,1.0322857142857143,7.185714285714286,0.0
Prayagraj,2022-07-01,7000.0,100600.0,0.0,107600.0,1.0,7.185714285714286,0.0
Prayagraj,2022-08-01,7677.0,110335.0,0.0,118012.0,1.0967142857142858,7.8810714285714285,0.0
Prayagraj,2022-09-01,7677.0,110310.0,0.0,117987.0,1.0967142857142858,7.8792857142857144,0.0
Prayagraj,2022-10-01,7233.0,103926.0,0.0,111159.0,1.0332857142857144,7.423285714285714,0.0
Prayagraj,2022-11-01,8605.199999999999,108963.87599999999,0.0,117569.07599999999,1.2293142857142856,7.7831339999999996,0.0
Pune,2022-04-01,8000.0,189171.0,0.0,197171.0,1.0,10.5095,0.0
Pune,2022-05-01,8000.0,174710.0,0.0,182710.0,1.0,9.706111111111111,0.0
Pune,2022-06-01,8000.0,163280.40000000002,0.0,171280.40000000002,1.0,9.071133333333334,0.0
Pune,2022-07-01,10667.0,165900.0,0.0,176567.0,1.0,9.216666666666667,0.0
Pune,2022-08-01,8516.0,186032.0,0.0,194548.0,1.0645,10.335111111111111,0.0
Pune,2022-09-01,8258.0,198290.0,0.0,206548.0,1.03225,11.016111111111112,0.0
Pune,2022-10-01,8000.0,184166.0,0.0,192166.0,1.0,10.231444444444444,0.0
Pune,2022-11-01,9135.48,198464.4,0.0,207599.88,1.141935,11.0258,0.0
Puri,2022-07-01,9196.0,149500.0,0.0,158696.0,1.0217777777777777,9.966666666666667,0.0
Puri,2022-08-01,9616.0,159677.0,0.0,169293.0,1.0684444444444445,10.645133333333334,0.0
Puri,2022-09-01,9616.0,159677.0,0.0,169293.0,1.0684444444444445,10.645133333333334,0.0
Puri,2022-10-01,9937.0,160000.0,0.0,169937.0,1.104111111111111,10.666666666666666,0.0
Puri,2022-11-01,9678.539999999999,156193.19999999998,0.0,165871.74,1.0753933333333332,10.41288,0.0
Raipur,2022-04-01,7500.0,199373.0,0.0,206873.0,1.0,11.392742857142856,0.0
Raipur,2022-05-01,7500.0,227308.0,0.0,234808.0,1.0,12.989028571428571,0.0
Raipur,2022-06-01,7500.0,268466.39999999997,0.0,275966.39999999997,1.0,15.340937142857141,0.0
Raipur,2022-07-01,8750.0,227089.0,0.0,235839.0,1.1666666666666667,12.976514285714286,0.0
Raipur,2022-08-01,8000.0,234736.0,0.0,242736.0,1.0666666666666667,13.413485714285715,0.0
Raipur,2022-09-01,8000.0,229698.0,0.0,237698.0,1.0666666666666667,13.1256,0.0
Raipur,2022-10-01,8000.0,226560.0,0.0,234560.0,1.0666666666666667,12.946285714285715,0.0
Raipur,2022-11-01,7897.200000000001,228717.6,0.0,236614.80000000002,1.0529600000000001,13.069577142857144,0.0
Rajkot,2022-04-01,0.0,30484.0,0.0,30484.0,0.0,2.0322666666666667,0.0
Rajkot,2022-05-01,0.0,47177.0,0.0,47177.0,0.0,3.1451333333333333,0.0
Rajkot,2022-06-01,0.0,46100.0,0.0,46100.0,0.0,3.0733333333333333,0.0
Rajkot,2022-07-01,0.0,47200.0,0.0,47200.0,0.0,3.1466666666666665,0.0
Rajkot,2022-08-01,0.0,48774.0,0.0,48774.0,0.0,3.2516,0.0
Rajkot,2022-09-01,0.0,48000.0,0.0,48000.0,0.0,3.2,0.0
Rajkot,2022-10-01,0.0,45333.0,0.0,45333.0,0.0,3.0222,0.0
Rajkot,2022-11-01,0.0,57600.0,0.0,57600.0,0.0,3.84,0.0
Ranchi,2022-09-01,0.0,26839.0,0.0,26839.0,0.0,3.354875,0.0
Ranchi,2022-10-01,0.0,10933.0,0.0,10933.0,0.0,1.366625,0.0
Ranchi,2022-11-01,0.0,24154.8,0.0,24154.8,0.0,3.0193499999999998,0.0
Sangli,2022-04-01,8000.0,108000.0,0.0,116000.0,1.0,6.0,0.0
Sangli,2022-05-01,7742.0,117677.0,0.0,125419.0,0.96775,6.5376111111111115,0.0
Sangli,2022-06-01,7742.0,130395.6,0.0,138137.6,0.96775,7.2442,0.0
Sangli,2022-07-01,8000.0,126333.0,0.0,134333.0,1.0,7.0185,0.0
Sangli,2022-08-01,10208.0,126451.0,0.0,136659.0,1.276,7.025055555555555,0.0
Sangli,2022-09-01,8000.0,123129.0,0.0,131129.0,1.0,6.8405,0.0
Sangli,2022-10-01,8000.0,131300.0,0.0,139300.0,1.0,7.294444444444444,0.0
Sangli,2022-11-01,8051.616,130141.2,0.0,138192.816,1.006452,7.230066666666667,0.0
Simba,2022-04-01,153600.0,1115935.0,0.0,1269535.0,7.078341013824885,63.767714285714284,0.0
Simba,2022-05-01,26016.0,1128230.0,90500.0,1244746.0,2.0012307692307694,64.47028571428571,3.7708333333333335
Simba,2022-06-01,8000.0,70800.0,0.0,78800.0,0.6153846153846154,4.045714285714285,0.0
Simba,2022-07-01,28000.0,1265807.0,0.0,1293807.0,2.1538461538461537,72.33182857142857,0.0
Simba,2022-08-01,28000.0,1340331.0,0.0,1368331.0,2.1538461538461537,76.59034285714286,0.0
Simba,2022-09-01,20661.5,112000.0,47600.0,180261.5,1.5893461538461537,6.4,1.9833333333333334
Simba,2022-10-01,25726.0,1242607.0,51334.0,1319667.0,1.978923076923077,71.00611428571429,2.138916666666667
Simba,2022-11-01,31593.6,1208073.6,41633.0,1281300.2000000002,2.430276923076923,69.03277714285714,1.7347083333333333
Surat,2022-04-01,8500.0,147133.0,0.0,155633.0,1.0,9.1958125,0.0
Surat,2022-05-01,8500.0,154000.0,0.0,162500.0,1.0,9.625,0.0
Surat,2022-06-01,8500.0,157200.0,0.0,165700.0,1.0,9.825,0.0
Surat,2022-07-01,8500.0,155450.0,0.0,163950.0,1.0,9.715625,0.0
Surat,2022-08-01,9000.0,142500.0,0.0,151500.0,1.0588235294117647,8.90625,0.0
Surat,2022-09-01,9000.0,140903.0,0.0,149903.0,1.0588235294117647,8.8064375,0.0
Surat,2022-10-01,9000.0,154500.0,0.0,163500.0,1.0588235294117647,9.65625,0.0
Surat,2022-11-01,9058.068000000001,160024.8,0.0,169082.868,1.0656550588235296,9.144274285714285,0.0
VPIM,2022-04-01,0.0,377767.0,0.0,377767.0,0.0,20.987055555555557,0.0
VPIM,2022-05-01,0.0,148726.0,695048.0,843774.0,0.0,7.827684210526316,0.0
VPIM,2022-06-01,0.0,124200.0,695048.0,819248.0,0.0,8.28,0.0
VPIM,2022-07-01,0.0,114000.0,0.0,114000.0,0.0,7.125,0.0
VPIM,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPIM,2022-09-01,0.0,99500.0,0.0,99500.0,0.0,6.633333333333334,0.0
VPIM,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPIM,2022-11-01,0.0,104400.0,0.0,104400.0,0.0,6.96,0.0
Varanasi,2022-04-01,8000.0,112200.0,0.0,120200.0,1.0,7.0125,0.0
Varanasi,2022-05-01,8258.0,117726.0,0.0,125984.0,1.03225,7.357875,0.0
Varanasi,2022-06-01,8258.0,110360.0,0.0,118618.0,1.03225,6.8975,0.0
Varanasi,2022-07-01,8000.0,109933.0,0.0,117933.0,1.0,6.8708125,0.0
Varanasi,2022-08-01,8774.0,121742.0,0.0,130516.0,1.09675,7.608875,0.0
Varanasi,2022-09-01,8516.0,118161.0,0.0,126677.0,1.0645,7.3850625,0.0
Varanasi,2022-10-01,8267.0,114700.0,0.0,122967.0,1.033375,7.16875,0.0
Varanasi,2022-11-01,8670.972,120309.672,0.0,128980.644,1.0838714999999999,7.5193545,0.0
Venk,2022-04-01,0.0,39096.0,0.0,39096.0,0.0,3.9096,0.0
Venk,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venk,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venk,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venk,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venk,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venk,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venk,2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vizag,2022-05-01,0.0,133730.0,0.0,133730.0,0.0,7.429444444444444,0.0
Vizag,2022-06-01,8000.0,126000.0,0.0,134000.0,0.0,7.0,0.0
Vizag,2022-07-01,8000.0,121000.0,0.0,129000.0,0.0,6.722222222222222,0.0
Vizag,2022-08-01,8000.0,121000.0,0.0,129000.0,0.0,6.722222222222222,0.0
Vizag,2022-09-01,8000.0,118370.0,0.0,126370.0,0.0,6.5761111111111115,0.0
Vizag,2022-10-01,8000.0,119500.0,0.0,127500.0,0.0,6.638888888888889,0.0
Vizag,2022-11-01,6710.0,123470.0,0.0,130180.0,0.0,6.859444444444445,0.0
